,WHO Region,Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,CountryNum,isMarch
83,Eastern Mediterranean,2020-03-22,1157.0454545454545,79.18181818181819,380.0,697.8636363636364,68.0909090909091,6.454545454545454,16.227272727272727,4136,1.0
84,Eastern Mediterranean,2020-03-23,1239.909090909091,85.36363636363636,380.59090909090907,773.9545454545455,82.86363636363636,6.181818181818182,0.5909090909090909,4136,1.0
85,Eastern Mediterranean,2020-03-24,1349.909090909091,91.36363636363636,430.45454545454544,828.0909090909091,110.0,6.0,49.86363636363637,4136,1.0
86,Eastern Mediterranean,2020-03-25,1480.4545454545455,98.36363636363636,466.0,916.0909090909091,130.54545454545453,7.0,35.54545454545455,4136,1.0
87,Eastern Mediterranean,2020-03-26,1617.1363636363637,106.5,506.54545454545456,1004.0909090909091,136.6818181818182,8.136363636363637,40.54545454545455,4136,1.0
88,Eastern Mediterranean,2020-03-27,1778.9545454545455,114.22727272727273,541.5454545454545,1123.1818181818182,161.8181818181818,7.7272727272727275,35.0,4136,1.0
89,Eastern Mediterranean,2020-03-28,1944.8636363636363,121.27272727272727,569.4090909090909,1254.1818181818182,165.9090909090909,7.045454545454546,27.863636363636363,4136,1.0
90,Eastern Mediterranean,2020-03-29,2107.590909090909,127.86363636363636,607.2272727272727,1372.5,162.72727272727272,6.590909090909091,37.81818181818182,4136,1.0
91,Eastern Mediterranean,2020-03-30,2288.590909090909,134.27272727272728,681.5909090909091,1472.7272727272727,181.0,6.409090909090909,74.36363636363636,4136,1.0
92,Eastern Mediterranean,2020-03-31,2467.8636363636365,141.63636363636363,722.1363636363636,1604.090909090909,179.27272727272728,7.363636363636363,40.54545454545455,4136,1.0
93,Europe,2020-03-01,40.67857142857143,0.6428571428571429,2.25,37.785714285714285,13.678571428571429,0.08928571428571429,0.6607142857142857,10528,1.0
94,Europe,2020-03-02,50.732142857142854,0.9821428571428571,3.4285714285714284,46.32142857142857,10.053571428571429,0.3392857142857143,1.1785714285714286,10528,1.0
95,Europe,2020-03-03,62.785714285714285,1.5178571428571428,3.6607142857142856,57.607142857142854,12.053571428571429,0.5357142857142857,0.23214285714285715,10528,1.0
96,Europe,2020-03-04,80.76785714285714,2.0357142857142856,5.767857142857143,72.96428571428571,17.982142857142858,0.5178571428571429,2.107142857142857,10528,1.0
97,Europe,2020-03-05,106.28571428571429,2.8392857142857144,8.232142857142858,95.21428571428571,25.517857142857142,0.8035714285714286,2.4642857142857144,10528,1.0
98,Europe,2020-03-06,138.83928571428572,3.8392857142857144,10.232142857142858,124.76785714285714,32.55357142857143,1.0,2.0,10528,1.0
99,Europe,2020-03-07,177.5,4.625,12.142857142857142,160.73214285714286,38.660714285714285,0.7857142857142857,1.9107142857142858,10528,1.0
100,Europe,2020-03-08,223.17857142857142,7.321428571428571,12.75,203.10714285714286,45.67857142857143,2.6964285714285716,0.6071428571428571,10528,1.0
101,Europe,2020-03-09,274.69642857142856,9.303571428571429,14.678571428571429,250.71428571428572,51.517857142857146,1.9821428571428572,1.9285714285714286,10528,1.0
102,Europe,2020-03-10,339.32142857142856,12.803571428571429,14.839285714285714,311.67857142857144,64.625,3.5,0.16071428571428573,10528,1.0
103,Europe,2020-03-11,436.01785714285717,17.107142857142858,23.517857142857142,395.39285714285717,96.69642857142857,4.303571428571429,8.678571428571429,10528,1.0
104,Europe,2020-03-12,505.6607142857143,20.589285714285715,23.553571428571427,461.51785714285717,69.64285714285714,3.482142857142857,0.03571428571428571,10528,1.0
105,Europe,2020-03-13,713.7857142857143,27.392857142857142,31.25,655.1428571428571,208.125,6.803571428571429,7.696428571428571,10528,1.0
106,Europe,2020-03-14,861.5892857142857,32.5,46.839285714285715,782.25,147.80357142857142,5.107142857142857,15.589285714285714,10528,1.0
107,Europe,2020-03-15,1020.75,41.375,53.80357142857143,925.5714285714286,159.16071428571428,8.875,6.964285714285714,10528,1.0
108,Europe,2020-03-16,1217.9285714285713,50.267857142857146,62.07142857142857,1105.5892857142858,197.17857142857142,8.892857142857142,8.267857142857142,10528,1.0
109,Europe,2020-03-17,1425.5714285714287,61.05357142857143,75.33928571428571,1289.1785714285713,207.64285714285714,10.785714285714286,13.267857142857142,10528,1.0
110,Europe,2020-03-18,1677.4642857142858,72.46428571428571,97.625,1507.375,251.89285714285714,11.410714285714286,22.285714285714285,10528,1.0
111,Europe,2020-03-19,2028.8214285714287,87.51785714285714,105.57142857142857,1835.732142857143,351.35714285714283,15.053571428571429,7.946428571428571,10528,1.0
112,Europe,2020-03-20,2400.160714285714,108.69642857142857,115.125,2176.339285714286,371.3392857142857,21.178571428571427,9.553571428571429,10528,1.0
113,Europe,2020-03-21,2796.8571428571427,134.26785714285714,161.26785714285714,2501.3214285714284,396.69642857142856,25.571428571428573,46.142857142857146,10528,1.0
114,Europe,2020-03-22,3165.6785714285716,157.96428571428572,229.21428571428572,2778.5,368.82142857142856,23.696428571428573,67.94642857142857,10528,1.0
115,Europe,2020-03-23,3655.1785714285716,185.69642857142858,229.23214285714286,3240.25,489.5,27.732142857142858,0.017857142857142856,10528,1.0
116,Europe,2020-03-24,4105.482142857143,218.41071428571428,354.17857142857144,3532.8928571428573,450.30357142857144,32.714285714285715,124.94642857142857,10528,1.0
117,Europe,2020-03-25,4689.803571428572,258.51785714285717,421.5,4009.785714285714,584.3214285714286,40.107142857142854,67.32142857142857,10528,1.0
118,Europe,2020-03-26,5361.75,299.76785714285717,531.4285714285714,4530.553571428572,671.9464285714286,41.25,109.92857142857143,10528,1.0
119,Europe,2020-03-27,6049.964285714285,347.7857142857143,648.9107142857143,5053.267857142857,688.2142857142857,48.017857142857146,117.48214285714286,10528,1.0
120,Europe,2020-03-28,6753.660714285715,397.10714285714283,765.625,5590.928571428572,703.6964285714286,49.32142857142857,116.71428571428571,10528,1.0
121,Europe,2020-03-29,7334.5,443.0,875.2678571428571,6016.232142857143,580.8392857142857,45.892857142857146,109.64285714285714,10528,1.0
122,Europe,2020-03-30,7957.392857142857,497.80357142857144,1045.1785714285713,6414.410714285715,622.8928571428571,54.80357142857143,169.91071428571428,10528,1.0
123,Europe,2020-03-31,8677.089285714286,556.375,1201.25,6919.464285714285,719.6964285714286,58.57142857142857,156.07142857142858,10528,1.0
124,South-East Asia,2020-03-01,4.7,0.1,3.3,1.3,0.0,0.1,0.0,1880,1.0
125,South-East Asia,2020-03-02,5.2,0.1,3.6,1.5,0.5,0.0,0.3,1880,1.0
126,South-East Asia,2020-03-03,5.2,0.1,3.6,1.5,0.0,0.0,0.0,1880,1.0
127,South-East Asia,2020-03-04,7.5,0.1,3.6,3.8,2.3,0.0,0.0,1880,1.0
128,South-East Asia,2020-03-05,8.1,0.1,3.6,4.4,0.6,0.0,0.0,1880,1.0
129,South-East Asia,2020-03-06,8.6,0.1,3.6,4.9,0.5,0.0,0.0,1880,1.0
130,South-East Asia,2020-03-07,9.1,0.1,3.6,5.4,0.5,0.0,0.0,1880,1.0
131,South-East Asia,2020-03-08,10.5,0.1,3.6,6.8,1.4,0.0,0.0,1880,1.0
132,South-East Asia,2020-03-09,12.2,0.1,3.6,8.5,1.7,0.0,0.0,1880,1.0
133,South-East Asia,2020-03-10,14.8,0.1,4.1,10.6,2.6,0.0,0.5,1880,1.0
134,South-East Asia,2020-03-11,17.0,0.3,4.2,12.5,2.2,0.2,0.1,1880,1.0
135,South-East Asia,2020-03-12,19.2,0.3,4.2,14.7,2.2,0.0,0.0,1880,1.0
136,South-East Asia,2020-03-13,24.6,0.7,4.3,19.6,5.4,0.4,0.1,1880,1.0
137,South-East Asia,2020-03-14,30.5,0.8,4.9,24.8,5.9,0.1,0.6,1880,1.0
138,South-East Asia,2020-03-15,38.2,0.8,5.8,31.6,7.7,0.0,0.9,1880,1.0
139,South-East Asia,2020-03-16,45.1,0.8,6.0,38.3,6.9,0.0,0.2,1880,1.0
140,South-East Asia,2020-03-17,56.0,0.9,6.8,48.3,10.9,0.1,0.8,1880,1.0
141,South-East Asia,2020-03-18,67.5,2.4,7.2,57.9,11.5,1.5,0.4,1880,1.0
142,South-East Asia,2020-03-19,86.9,3.1,7.5,76.3,19.4,0.7,0.3,1880,1.0
143,South-East Asia,2020-03-20,104.4,3.9,8.4,92.1,17.5,0.8,0.9,1880,1.0
144,South-East Asia,2020-03-21,130.9,4.5,8.5,117.9,26.5,0.6,0.1,1880,1.0
145,South-East Asia,2020-03-22,163.5,5.8,10.7,147.0,32.6,1.3,2.2,1880,1.0
146,South-East Asia,2020-03-23,194.7,6.3,10.7,177.7,31.2,0.5,0.0,1880,1.0
147,South-East Asia,2020-03-24,220.8,7.3,13.5,200.0,26.1,1.0,2.8,1880,1.0
148,South-East Asia,2020-03-25,254.1,7.9,16.3,229.9,33.3,0.6,2.8,1880,1.0
149,South-East Asia,2020-03-26,283.4,10.7,19.5,253.2,29.3,2.8,3.2,1880,1.0
150,South-East Asia,2020-03-27,325.5,11.7,24.4,289.4,42.1,1.0,4.9,1880,1.0
151,South-East Asia,2020-03-28,358.1,13.8,27.4,316.9,32.6,2.1,3.0,1880,1.0
152,South-East Asia,2020-03-29,389.9,15.4,29.6,344.9,31.8,1.6,2.2,1880,1.0
153,South-East Asia,2020-03-30,440.1,17.0,45.4,377.7,50.2,1.6,15.8,1880,1.0
154,South-East Asia,2020-03-31,481.3,18.9,60.2,402.2,41.2,1.9,14.8,1880,1.0
155,Western Pacific,2020-03-01,5259.375,181.125,2553.75,2524.5,74.1875,2.3125,175.3125,3008,1.0
